UrusanPemerintahan,Organisasi,KodeRekening,Uraian,Jumlah
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.071 Kelurahan Kebon Kelapa - JAKPUS,1.20 071 61 001,Penyelenggaran Operasional Kelurahan Kebon Kelapa JAKPUS,304.998.520
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.071 Kelurahan Kebon Kelapa - JAKPUS,1.20 071 61 002,Penyediaan Jasa TALI dan IPAL (12 bulan),150.345.120
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.071 Kelurahan Kebon Kelapa - JAKPUS,1.20 071 61 003,Penatausahaan Kelurahan Kebon Kelapa - JAKPUS,374.201.683
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.071 Kelurahan Kebon Kelapa - JAKPUS,1.20 071 63 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,89.926.176
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 00 000 5,BELANJA DAERAH,6.879.186.429
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 001,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Petojo Utara - JAKPUS,198.055.028
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 002,Pelaksanaan Kerja Bakti,33.667.200
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 003,Pengadaan sarana dan Prasarana Kelurahan Petojo Utara JAKPUS,79.408.923
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 004,Pengadaan sarana dan Prasarana Ketertiban Masyarakat Kelurahan Petojo Utara - JAKPUS,201.117.708
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 005,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Petojo Utara - JAKPUS,290.206.400
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 006,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Petojo Utara - JAKPUS,446.702.768
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 007,"Penyediaan Operasional RT, RW dan LMK",1.452.900.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 008,Penyelenggaraan Tugas dan Fungsi Kelurahan Petojo Utara,707.981.600
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 009,Pelaksanaan Penertiban Kelurahan Petojo Utara,110.598.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 010,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,47.858.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 011,Penanggulangan Bencana Kelurahan Petojo Utara - JAKPUS,35.212.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 012,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,2.129.941.815
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 013,Bimtek dan Pendataan Dasawisma,164.349.714
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 27 014,Pemberian Makanan Tambahan (PMT),54.288.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 61 001,Penyelenggaran Operasional Kelurahan Petojo Utara JAKPUS,464.684.329
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 61 002,Penyediaan Jasa TALI dan IPAL (12 bulan),172.810.800
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 61 003,Penatausahaan Kelurahan Petojo Utara - JAKPUS,259.414.344
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.072 Kelurahan Petojo Utara - JAKPUS,1.20 072 63 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,29.989.800
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 00 000 5,BELANJA DAERAH,7.734.999.361
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 001,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Duri Pulo - JAKPUS,339.956.924
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 002,Pelaksanaan Kerja Bakti,88.198.673
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 003,Pengadaan sarana dan Prasarana Kelurahan Duri Pulo JAKPUS,199.834.224
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 004,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Duri Pulo - JAKPUS,189.993.815
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 005,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Duri Pulo - JAKPUS,551.637.901
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 006,"Penyediaan Operasional RT, RW dan LMK",1.587.900.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 007,Penyelenggaraan Tugas dan Fungsi Kelurahan,1.092.463.051
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 008,Pelaksanaan Penertiban Kelurahan,35.969.247
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 009,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Duri Pulo - JAKPUS,19.994.650
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 010,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,17.802.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 011,Penanggulangan Bencana Kelurahan Duri Pulo - JAKPUS,84.903.532
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 012,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,2.132.199.524
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 013,Bimtek dan Pendataan Dasawisma,199.999.982
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 27 014,Pemberian Makanan Tambahan (PMT),54.993.015
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 61 001,Penyelenggaran Operasional Kelurahan Duri Pulo - JAKPUS,474.954.297
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 61 002,Penyediaan Jasa TALI dan IPAL (12 bulan),197.032.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 61 003,Penatausahaan Kelurahan Duri Pulo - JAKPUS,416.744.801
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.073 Kelurahan Duri Pulo - JAKPUS,1.20 073 63 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,50.421.725
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 00 000 5,BELANJA DAERAH,340.679.966.111
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 05 001,Koordinasi Pembangunan Kesejahteraan Sosial,2.217.824.810
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 07 001,Koordinasi Pembangunan Pendidikan dan Mental Spritual,3.289.458.676
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 15 001,Koordinasi Pembangunan Perekonomian,844.145.360
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 15 002,Partisipasi dan Penyelenggaraan Event Perekonomian,501.170.030
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 16 001,Koordinasi Pembangunan Pemerintahan,511.748.450
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 16 002,Penyelenggaraan Kegiatan Anggota Dewan Kota di Kota Administrasi Jakarta Utara,278.330.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 17 001,Koordinasi dan Fasilitasi Penyelesaian Masalah Hukum,587.672.930
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 20 002,Koordinasi Pembangunan Sarana Prasarana Kota,785.930.320
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 21 001,Koordinasi Pembangunan Tata Ruang dan Lingkungan Hidup,423.096.575
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 22 001,Penyelenggaraan Operasional Walikota,8.951.144.045
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 23 001,Penyelenggaraan Kegiatan Bagian Organisasi dan Tata Laksana,612.224.840
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 24 001,Pembangunan Kantor Lurah,28.718.517.169
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 40 001,Koordinasi dan Monitoring Dalam Rangka Peningkatan Penerimaan Pajak Bumi dan Bangunan (PBB) di Kota Administrasi Jakarta Utara,38.642.500
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 61 001,Penyelenggaraan Operasional Kantor Walikota Administrasi Jakarta Utara,13.882.070.327
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 61 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),12.899.977.020
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 61 003,"Pemeliharaan Gedung, AC Chiller, Lift, dan ME Kantor Walikota Jakarta Utara",10.448.140.185
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 62 001,"Pemeliharaan Gedung, Fasilitas, dan Rumah dinas Walikota Jakarta Utara",12.187.081.175
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 63 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,979.565.136
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 69 001,Penyusunan Revisi Renstra SKPD,60.710.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.078 Kota Administrasi Jakarta Utara,1.20 078 72 002,Penyelenggaraan Kegiatan Bagian Keuangan,781.645.563
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 00 000 5,BELANJA DAERAH,8.159.582.681
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 001,Pengadaan sarana dan Prasarana Kec. Penjaringan,324.988.352
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 003,Penanganan Ketertiban Masyarakat Kec. Penjaringan,99.948.248
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 004,Penanganan Saluran Kec. Penjaringan,3.243.838.617
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 005,Penanganan Jalan Kec. Penjaringan,1.162.072.819
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 006,Penanganan Penerangan Jalan Umum Kec. Penjaringan,192.868.659
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 007,Penyelenggaraan Tugas dan Fungsi Kec. Penjaringan,868.033.410
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 008,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kec. Penjaringan,61.875.800
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 009,Ketatausahaan Kecamatan Kecamatan Penjaringan,232.306.500
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 010,Penanganan Pertamanan Kec. Penjaringan,233.246.122
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 011,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,99.848.950
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 26 012,Penanggulangan Bencana Kec. Penjaringan,119.807.905
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 61 001,Penyelenggaran Operasional Kec. Penjaringan,911.764.107
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 61 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),546.995.192
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.079 Kecamatan Penjaringan - JAKUT,1.20 079 63 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,61.988.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 00 000 5,BELANJA DAERAH,7.267.537.415
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 001,Penyelenggaraan peningkatan Pelayanan Kapasitas Kel. Kamal Muara,369.398.817
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 002,Pelaksanaan Kerja Bakti,119.967.500
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 003,Pengadaan sarana dan Prasarana Kel. Kamal Muara,164.998.100
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 004,Pengadaan Sarana dan Prasarana Kesehatan Masyarakat Kel. Kamal Muara,240.968.850
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 005,Pengadaan Sarana dan Prasarana Kebersihan Masyarakat Kel. Kamal Muara,70.290.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 006,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kel. Kamal Muara,464.391.400
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 007,"Penyediaan Operasional RT, RW dan LMK",714.900.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 008,Penyelenggaraan Tugas dan Fungsi Kelurahan,277.927.816
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 009,Pelaksanaan Penertiban Kel. Kamal Muara,67.680.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 010,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kel. Kamal Muara,30.000.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 011,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,74.900.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 012,Penanggulangan Bencana Kel. Kamal Muara,149.998.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.080 Kelurahan Kamal Muara - JAKUT,1.20 080 27 013,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,3.323.142.724
